Number,Species,SpMyco,Light,SoilSt,SoilCon,SoilSp,SoilMyco,SoilSpec,Adult,Bench,Time,Event,AMF,EMF,NSC,Lignin,Phenolics,AMF_Imp,EMF_Imp,NSC_Imp,LIG_Imp,PHN_Imp
2959,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,1757,9,25,1,NA,NA,NA,NA,NA,63.01888889,NA,11.02370549,11.79742062,-0.284157414
2960,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,9,84,0,59,NA,NA,NA,NA,59,NA,10.82345586,11.44066817,-0.275092606
2961,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,9,84,0,NA,NA,NA,NA,NA,40.74,29.31628484,19.20829517,21.21416408,4.725870071
2962,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,9,21,0,NA,NA,9.21,NA,NA,56.95666667,NA,9.206734161,9.148069122,-0.161178995
2866,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,9,21,0,NA,NA,8.07,NA,NA,59.81333333,NA,8.069424909,5.386848318,0.422428136
2964,Quru,EMF,Low,Nonsterile,Conspecific,Quru,EMF,Con,1688,9,84,0,38,NA,NA,NA,NA,38,18.6331013,10.2452721,25.0120523,2.588814565
2965,Prse,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,J,9,84,0,NA,NA,NA,NA,NA,0.3,NA,8.18674471,5.625642427,0.25760141
2966,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,9,21,0,NA,NA,11.08,NA,NA,57.20666667,NA,11.07641728,11.90880658,-0.214475938
2967,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,9,21,0,NA,NA,8.42,NA,NA,32.71,21.10053942,8.420351002,24.90461482,2.736118773
2968,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,1715,9,84,0,41,NA,NA,NA,NA,41,30.59457866,16.49690809,24.36272755,4.150690793
2969,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,84,0,NA,NA,NA,NA,NA,42.6825,30.50033955,17.26544169,21.67214321,3.923758494
2970,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1384,9,21,0,0,NA,NA,6.1,-0.09,0,NA,8.691762302,6.053587908,-0.094239892
2971,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,1332,9,21,0,42,NA,NA,5.3,0.11,42,NA,7.371820336,5.308202927,0.111825131
2972,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,9,21,0,65,NA,NA,9.6,0.11,65,NA,11.3142204,9.626736836,0.109463831
2973,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,9,84,0,NA,NA,NA,NA,NA,57.54,NA,10.86627521,11.68160114,-0.209858157
2974,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,9,21,0,42,4,NA,27.7,3.78,42,4.498889446,15.45114504,27.66111709,3.78185057
2975,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,9,21,0,NA,NA,6.46,NA,NA,30.72,NA,6.460428076,4.782985103,-0.165540442
2976,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,9,52,1,NA,NA,NA,NA,NA,38.86,27.17057075,18.83731856,21.53487409,4.728448231
2977,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,B,9,21,0,NA,NA,6.7,NA,NA,23.8,NA,6.699292781,4.973538305,0.227299516
2978,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,84,0,NA,NA,NA,NA,NA,30.53,NA,6.512633131,4.73259853,-0.181753709
2868,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,9,45,1,NA,NA,NA,NA,NA,56.44,NA,7.350296192,5.373410255,0.42693285
2877,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,84,0,NA,NA,NA,NA,NA,50.34428571,NA,5.731226952,4.958253439,0.294067505
2880,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,9,39,1,NA,NA,NA,NA,NA,57.57333333,NA,7.780586355,5.390775083,0.427881183
2982,Quru,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,970,9,84,0,NA,NA,NA,NA,NA,0.37,5.694752396,10.49712625,26.51007631,2.590425446
2983,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,9,84,0,24,NA,NA,NA,NA,24,19.26160653,10.91683604,25.72110127,2.780607802
2890,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,84,0,NA,NA,NA,NA,NA,52.13428571,NA,7.44689523,5.420789909,0.326281832
2985,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,9,49,1,NA,NA,NA,NA,NA,56.77666667,NA,10.53859933,11.21264208,-0.237808136
2986,Quru,EMF,Low,Nonsterile,Conspecific,Quru,EMF,Con,984,9,84,0,NA,NA,NA,NA,NA,36.62,18.21753187,10.15395657,25.12591827,2.51685404
2940,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,28,1,NA,NA,NA,NA,NA,56.55,NA,5.89817734,4.694780348,0.36674579
2988,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,415,9,21,0,NA,NA,18.92,NA,NA,0.33,5.980338835,18.91643479,20.23602982,3.553974449
2989,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1323,9,84,0,0,NA,NA,NA,NA,0,NA,10.24991809,10.41920661,-0.318324071
2990,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1332,9,84,0,NA,NA,NA,NA,NA,0.32,NA,8.207805772,5.582639946,-0.088575105
2941,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,9,21,0,NA,NA,10.38,NA,NA,55.77428571,NA,10.3772721,7.206617484,0.521297667
2963,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,9,23,1,NA,NA,NA,NA,NA,54.50428571,NA,8.189386021,5.8344881,0.360600012
2993,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,46,1,NA,NA,NA,NA,NA,57.96,NA,10.85256651,11.70676263,-0.248929362
2994,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,9,21,0,NA,NA,10.5,NA,NA,56.16,NA,10.4954351,11.17401893,-0.245126375
2995,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,9,84,0,28,NA,NA,NA,NA,28,NA,7.559609132,5.443009196,-0.217933096
2996,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,9,21,0,NA,NA,20.41,NA,NA,38.94,33.24551254,20.40951251,20.08810023,4.813079712
2997,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,49,1,NA,NA,NA,NA,NA,36.76,19.14169524,11.33744707,25.23770272,2.736910494
2998,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,9,84,0,NA,NA,NA,NA,NA,28.492,NA,7.653443856,5.381205175,-0.40685191
2999,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,9,84,0,33,NA,NA,NA,NA,33,25.84953208,13.24892085,24.81072318,3.121868431
3000,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1205,9,84,0,NA,NA,NA,NA,NA,0.33,4.995208822,17.09335979,20.47282607,3.106711553
3001,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,J,9,35,1,NA,NA,NA,NA,NA,19.24,NA,7.146651386,5.205817828,0.17335234
3002,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,9,21,0,NA,NA,19.33,NA,NA,41.92,26.39698068,19.32724265,21.10384897,4.693836681
3003,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,9,21,0,NA,NA,18.61,NA,NA,40.19125,25.2422508,18.61442813,21.77356912,4.632664932
3004,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,84,0,25,NA,NA,NA,NA,25,NA,6.581428129,5.056566298,-0.185909652
3005,Quru,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1454,9,21,0,0,9,NA,28.8,2.76,0,8.748559349,11.22763542,28.83383019,2.756946462
3006,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,9,84,0,NA,NA,NA,NA,NA,57.71,NA,10.86236605,11.54270378,-0.220615098
3007,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,9,46,1,NA,NA,NA,NA,NA,37.29,18.17903879,10.32492037,24.32039069,2.653027162
3008,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,9,84,0,46,NA,NA,NA,NA,46,24.84792213,17.32385904,21.90911517,3.881143532
3009,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,21,0,NA,NA,12.97,NA,NA,36.74,27.10992335,12.97488846,23.59533792,2.799438729
3010,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,9,84,0,NA,NA,NA,NA,NA,35.41,29.80990633,22.27426017,19.32387442,4.640900486
3011,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,1468,9,21,1,NA,NA,NA,NA,NA,33.84712121,NA,6.910915012,5.131227893,0.038340656
2980,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,9,21,1,NA,NA,NA,NA,NA,30.53,NA,7.816673428,5.485450882,0.433810098
3013,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,84,0,NA,NA,NA,NA,NA,40.945,29.81092056,14.58881429,24.22408989,3.371142993
3014,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,21,0,51,NA,NA,11.7,-0.16,51,NA,10.82993434,11.67282862,-0.163588333
3015,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,21,0,NA,NA,18,NA,NA,40.1,29.01353849,18.00380942,21.18962064,4.246171304
3016,Quru,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,921,9,21,0,NA,NA,13.24,NA,NA,0.38,4.802163463,13.24455272,25.17146702,2.76520793
3017,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,9,21,0,NA,NA,14.44,NA,NA,40.46,25.0346298,14.4413721,24.4805267,3.266692863
3018,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,84,0,45,NA,NA,NA,NA,45,25.47245568,17.01845688,22.01219809,3.837177364
3019,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,9,21,0,NA,NA,14.52,NA,NA,40.41,24.67600456,14.52204611,24.45224329,3.28714411
3020,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,9,21,0,NA,NA,23.35,NA,NA,35.21,27.16777253,23.34985238,19.28942685,4.635720118
2981,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,9,35,1,NA,NA,NA,NA,NA,30.53,NA,7.816673428,5.485450882,0.433810098
2984,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,9,84,0,NA,NA,NA,NA,NA,45.68666667,NA,7.581900265,5.413092665,0.323592023
3023,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,961,9,84,0,NA,NA,NA,NA,NA,63.18888889,NA,10.9085185,11.71938546,-0.245545702
3024,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,9,21,0,NA,NA,10.53,NA,NA,54.74,NA,10.53300576,10.64882458,-0.187858941
2987,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,9,84,0,NA,NA,NA,NA,NA,11.7,NA,6.607025028,4.864014228,0.236303525
3026,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1468,9,32,1,NA,NA,NA,NA,NA,0.3,NA,8.320315671,5.638990881,-0.091645919
3027,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,9,21,0,30,NA,NA,5.1,-0.71,30,NA,6.9611175,5.055566633,-0.70914435
3028,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,689,9,21,0,NA,NA,7.18,NA,NA,20.26,NA,7.18262282,5.273626359,0.167097425
3029,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,9,21,0,41,18,NA,23.9,3.37,41,18.38000648,13.73585563,23.87723827,3.370324075
3030,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,21,0,NA,NA,12.41,NA,NA,58.80375,NA,12.40575249,12.51670968,-0.027641959
3031,Acru,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,25,1,NA,NA,NA,NA,NA,27.8,NA,7.651278713,5.472678922,-0.252608981
3032,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,9,84,0,NA,NA,NA,NA,NA,36.26,26.58554601,12.8716172,23.30071734,2.78170429
3033,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,A,9,25,1,NA,NA,NA,NA,NA,19.84,NA,7.141602425,5.226811843,0.175257492
3034,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,9,84,0,NA,NA,NA,NA,NA,55.4675,NA,10.85276282,11.50171524,-0.213738999
3035,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,9,21,0,33,5,NA,20.1,3.91,33,5.455542482,18.83963653,20.11195671,3.905770373
3036,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,9,53,1,NA,NA,NA,NA,NA,36,18.70720004,10.18205879,24.28703378,2.678175614
3037,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,415,9,84,0,41,NA,NA,NA,NA,41,26.17837822,17.05169272,23.26640043,4.176358218
3038,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,9,21,0,NA,NA,9.42,NA,NA,37.08,18.49808846,9.42260106,23.59124675,2.622286969
2991,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1384,9,35,1,NA,NA,NA,NA,NA,16.1,NA,7.488950029,5.29130112,0.348098701
3040,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,9,28,1,NA,NA,NA,NA,NA,28.422,NA,7.671483564,5.383329388,-0.431839948
3041,Quru,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1454,9,84,0,0,NA,NA,NA,NA,0,6.608565953,10.29244615,26.57209385,2.598135978
3021,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,9,32,1,NA,NA,NA,NA,NA,52.65,NA,5.918657899,4.65053553,0.36927355
3043,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,J,9,21,1,NA,NA,NA,NA,NA,19.87,NA,7.396857843,5.365722434,0.208399455
3025,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,9,21,0,NA,NA,6.71,NA,NA,16.56,NA,6.713331078,4.859050304,0.286082461
3045,Acru,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,9,21,0,NA,NA,7.51,NA,NA,27.68,NA,7.506968775,5.464306473,-0.240097047
3046,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,275,9,84,0,0,NA,NA,NA,NA,0,NA,11.54413767,11.92959593,-0.149206654
3047,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,1468,9,42,1,NA,NA,NA,NA,NA,32.95712121,NA,7.406788695,5.268387673,0.044247896
3048,Acsa,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,9,21,0,NA,NA,10.94,NA,NA,58.8,NA,10.93528167,11.4768499,-0.210301502
3049,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,21,0,NA,NA,8.56,NA,NA,32.45,NA,8.56183865,5.564214994,-0.375706381
3050,Quru,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,984,9,21,0,0,2,NA,28.2,3.19,0,2.126781849,13.80549716,28.19494008,3.186323728
3051,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,9,21,0,NA,NA,13.1,NA,NA,39.22,28.47201646,13.09621663,23.02765504,2.819634049
3052,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1384,9,84,0,0,NA,NA,NA,NA,0,NA,8.508525937,5.620707699,-0.066428423
3044,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,9,21,0,NA,NA,7.81,NA,NA,30.13666667,NA,7.813288976,5.545172712,0.349117633
3054,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,9,84,0,56,NA,NA,NA,NA,56,NA,10.81673052,11.5023935,-0.205263474
3053,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,9,84,0,NA,NA,NA,NA,NA,13.29,NA,7.61402424,5.449372033,0.301347824
3056,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,275,9,21,0,NA,NA,11.74,NA,NA,1.63,NA,11.74143479,12.70720517,-0.016028662
3057,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,21,0,31,9,NA,20.1,2.33,31,8.661988104,12.95696217,20.11986138,2.326385784
3058,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,9,21,0,NA,NA,6.5,NA,NA,30.68,NA,6.499197465,4.837845831,-0.198420926
3055,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,9,32,1,NA,NA,NA,NA,NA,19.3,NA,7.475415015,5.298059129,0.334499829
3060,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,9,21,0,NA,NA,16.1,NA,NA,42.49,23.82981698,16.09802002,22.65803617,3.751701152
3061,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,9,84,0,NA,NA,NA,NA,NA,36.61,32.87036216,21.6229021,19.42517065,4.592155923
3062,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,9,21,0,NA,NA,13.69,NA,NA,37.91,24.52501163,13.68861301,24.47984479,3.067759746
3063,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,9,84,0,NA,NA,NA,NA,NA,38.82,25.70190725,14.22105431,23.98255447,3.194967675
3064,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,21,0,39,NA,NA,5.9,-0.24,39,NA,8.240887222,5.880813318,-0.239858642
3065,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,21,0,NA,NA,8.63,NA,NA,48.42,NA,8.625989244,9.107940819,-0.236775667
3066,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,1386,9,84,0,34,NA,NA,NA,NA,34,NA,7.403140249,5.314250708,0.051136373
3067,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,9,21,0,35,16,NA,16.7,2.91,35,15.75344794,14.54691723,16.74882579,2.909673348
3068,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1478,9,21,0,NA,NA,19.23,NA,NA,1.56,6.046476268,19.22972776,19.9610979,3.556937019
3069,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,9,21,0,NA,NA,8.4,NA,NA,57.88,NA,8.398146408,5.892579693,0.42787735
3070,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,35,1,NA,NA,NA,NA,NA,20,NA,6.573600656,4.937402294,0.284037668
3071,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,9,21,0,33,34,NA,24,3.53,33,34.20620596,15.29815258,24.02782424,3.531712281
3072,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1330,9,21,0,NA,NA,9.51,NA,NA,2.67,NA,9.506493123,9.402821074,-0.26298233
3073,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,9,21,0,40,26,NA,25.6,3.35,40,25.65780815,14.05735342,25.60285734,3.351907939
3074,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,561,9,21,0,NA,NA,10.25,NA,NA,61.63888889,NA,10.25167822,10.69833577,-0.244351988
3075,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,1323,9,21,0,73,NA,NA,12.3,-0.09,73,NA,11.94271132,12.27174907,-0.087486575
3076,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,1326,9,84,0,NA,NA,NA,NA,NA,34.14912121,NA,7.410565983,5.327478113,0.046847677
3077,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,9,21,0,57,NA,NA,7.2,-0.15,57,NA,9.928463857,7.216579113,-0.147052033
3078,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,9,35,1,NA,NA,NA,NA,NA,19.58,NA,6.553871887,4.91922196,0.284037668
3079,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,9,21,0,30,NA,NA,5.8,-0.15,30,NA,8.163880539,5.783516339,-0.150202963
3080,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,9,21,0,57,NA,NA,13.3,-0.28,57,NA,11.07355736,13.25914389,-0.275953671
3081,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,84,0,44,NA,NA,NA,NA,44,26.23532791,15.66577423,24.78232554,3.536553116
3082,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,21,0,NA,NA,16.07,NA,NA,40.63,28.05980439,16.07437201,24.88965716,3.600968652
3083,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,9,21,0,NA,NA,17.9,NA,NA,33.79,29.70896062,17.90187994,21.69114192,3.94307716
3084,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,9,35,1,NA,NA,NA,NA,NA,57.45666667,NA,10.64256162,11.2790485,-0.259722613
3085,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,9,84,0,NA,NA,NA,NA,NA,42.51,27.32724629,17.15180828,21.84464297,3.847533849
3086,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,21,0,NA,NA,17.38,NA,NA,39.55,27.15981332,17.37526707,21.71498388,3.765047984
3087,Prse,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1027,9,21,0,0,NA,NA,6.2,0.13,0,NA,8.905218188,6.229831689,0.132116596
3088,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,1330,9,84,0,62,NA,NA,NA,NA,62,NA,10.79395828,11.06523828,-0.167049189
3089,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,9,84,0,NA,NA,NA,NA,NA,53.88,NA,10.3562324,10.96567167,-0.24647915
3090,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,21,0,NA,NA,5.59,NA,NA,52.95,NA,5.593464617,4.800689257,0.366229239
3091,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,415,9,21,0,NA,NA,16.7,NA,NA,41.10666667,29.54101656,16.70427719,23.51491858,4.092544645
3092,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,9,21,0,NA,NA,8.64,NA,NA,41.48,NA,8.639830881,5.918333431,0.394991756
3093,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,9,21,0,39,10,NA,25.8,3.47,39,9.784792114,14.66258981,25.83099094,3.471182954
3094,Prse,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1018,9,84,0,NA,NA,NA,NA,NA,1.42,NA,7.616659833,5.372697122,0.245068536
3095,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,9,84,0,NA,NA,NA,NA,NA,40.29125,26.12412833,17.88023913,21.65092602,3.992561515
3096,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,42,1,NA,NA,NA,NA,NA,31.43,NA,7.309556727,5.234370262,-0.300418573
3097,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,9,21,0,NA,NA,7.44,NA,NA,24.01,NA,7.438620766,5.304615108,0.344495846
3098,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,9,21,0,40,56,NA,19.1,4.65,40,55.76502521,21.53344002,19.08626777,4.650564541
3099,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,9,84,0,57,NA,NA,NA,NA,57,NA,10.54540761,11.32383336,-0.243437928
3100,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,9,53,1,NA,NA,NA,NA,NA,41.63,26.38174773,15.83601803,24.77120333,3.549986542
3101,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,9,84,0,NA,NA,NA,NA,NA,30.92666667,NA,7.293014557,5.206899053,-0.308835496
3102,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,9,21,0,NA,NA,6.98,NA,NA,31.76666667,NA,6.984836099,5.118380249,-0.150452943
3103,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,9,32,1,NA,NA,NA,NA,NA,37.66,NA,7.7136975,5.440072109,0.337969753
3104,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,561,9,32,1,NA,NA,NA,NA,NA,4.6,NA,10.13275456,9.655778437,-0.301378918
3105,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,9,84,0,62,NA,NA,NA,NA,62,NA,10.7511459,11.6657647,-0.254207539
3106,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,9,84,0,37,NA,NA,NA,NA,37,NA,8.372458731,5.771164497,-0.26739679
3107,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,9,21,0,NA,NA,9.46,NA,NA,32.97666667,NA,9.457801602,6.579026937,0.372043436
3108,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,9,84,0,NA,NA,NA,NA,NA,38.19,NA,7.755639071,5.522421758,0.343553802
3109,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,84,0,NA,NA,NA,NA,NA,18.94,NA,6.471776917,5.035786299,0.305644112
