Number,Species,SpMyco,Light,SoilSt,SoilCon,SoilSp,SoilMyco,SoilSpec,Adult,Bench,Time,Event,AMF,EMF,NSC,Lignin,Phenolics,AMF_Imp,EMF_Imp,NSC_Imp,LIG_Imp,PHN_Imp
2603,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,8,21,0,NA,NA,9.4,NA,NA,57.42,NA,9.399678443,6.371935935,0.49581499
2809,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,9,21,0,38,33,NA,23.7,5.26,38,33.21343047,18.19028151,23.65488184,5.263086856
2810,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1386,9,84,0,0,NA,NA,NA,NA,0,NA,8.592298557,5.950808035,-0.116055263
2811,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,9,21,0,41,NA,NA,7.1,0.11,41,NA,9.930098232,7.063789151,0.107175763
2621,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,8,21,0,NA,NA,13.26,NA,NA,52.44,NA,13.25764852,9.923899528,0.856641194
2813,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,84,0,NA,NA,NA,NA,NA,42.42,34.98395816,17.80843148,21.33896179,3.93409028
2630,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,8,35,1,NA,NA,NA,NA,NA,52.67,NA,10.20026828,7.663173558,0.53812187
2815,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,9,21,0,NA,NA,6.6,NA,NA,32.49,NA,6.604731576,4.830601335,-0.218733524
2816,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,9,21,0,NA,NA,7.89,NA,NA,33.91,NA,7.889038858,5.426426411,-0.162789157
2817,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,84,0,NA,NA,NA,NA,NA,36.63,NA,7.305045084,5.323511095,-0.293750458
2818,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,9,21,0,36,53,NA,20.3,2.99,36,53.486667,15.02926459,20.25985538,2.994283873
2819,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1205,9,21,0,NA,NA,18.16,NA,NA,4.26E-16,5.02108398,18.15739952,19.99674774,3.111880321
2820,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,9,35,1,NA,NA,NA,NA,NA,40.89,35.27090105,20.37439308,20.22535053,4.811903935
2821,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,961,9,21,0,0,NA,NA,10,-0.46,0,NA,10.04343737,10.02027658,-0.455078697
2822,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,1326,9,21,0,NA,NA,7.37,NA,NA,37.88378788,NA,7.374934353,5.277578417,0.049233943
2823,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,9,84,0,NA,NA,NA,NA,NA,32.07214286,NA,6.293640993,5.020735573,-0.24725941
2824,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,1018,9,21,0,NA,NA,7.67,NA,NA,56.36,NA,7.670654345,5.23513228,0.379470641
2825,Acru,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,9,21,0,30,NA,NA,5.5,-0.32,30,NA,7.918050354,5.489857389,-0.322810441
2826,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,84,0,NA,NA,NA,NA,NA,35.45,32.28970359,13.2471944,23.77200989,2.988355338
2827,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,9,84,0,66,NA,NA,NA,NA,66,NA,11.22068998,11.98193724,-0.312466419
2828,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,1478,9,42,1,NA,NA,NA,NA,NA,41.19,33.1935049,16.45618384,24.13047527,4.11275089
2829,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,9,84,0,45,NA,NA,NA,NA,45,25.54172053,19.23330031,21.20148828,4.702093594
2830,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1320,9,21,0,0,2,NA,20.1,2.47,0,2.152817951,15.60486454,20.09035381,2.471616218
2831,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,84,0,40,NA,NA,NA,NA,40,36.85406589,15.29770653,22.84981352,3.435507308
2832,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,9,42,1,NA,NA,NA,NA,NA,38.71,32.72226103,13.47698963,24.7555267,3.065594162
2635,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,8,35,1,NA,NA,NA,NA,NA,57.03,NA,5.460898757,4.488271461,0.35394202
2834,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,21,0,38,29,NA,28.6,4.35,38,29.017419,16.94855306,28.63436666,4.350278665
2657,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,8,21,0,NA,NA,5.08,NA,NA,57.4,NA,5.079824038,4.529890115,0.35206032
2836,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,1384,9,32,1,NA,NA,NA,NA,NA,36.77045455,NA,7.436978494,5.305711744,0.048760896
2663,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,8,28,1,NA,NA,NA,NA,NA,8.54,NA,7.669689999,5.49067128,0.238539754
2492,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,8,84,0,NA,NA,NA,NA,NA,56.14,NA,8.257772768,5.677057739,0.432931198
2839,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,9,84,0,NA,NA,NA,NA,NA,38.74,33.71214947,13.53437801,24.63967292,3.066687486
2840,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,1330,9,84,0,NA,NA,NA,NA,NA,61.31222222,NA,10.91766846,11.82099373,-0.228376774
2841,Acru,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,9,32,1,NA,NA,NA,NA,NA,31.65,NA,7.668860477,5.479337659,-0.150375974
2842,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,1320,9,21,0,39,21,NA,24.4,4.41,39,21.03312323,17.53054642,24.3924501,4.413257271
2843,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,9,21,0,60,NA,NA,12.1,-0.64,60,NA,11.24778419,12.05383057,-0.638869337
2690,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,8,32,1,NA,NA,NA,NA,NA,57.62,NA,5.682665131,4.958681901,0.382223215
2845,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1297,9,21,0,0,5,NA,19.6,2.52,0,5.298334573,15.83228039,19.61658211,2.522911077
2846,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,84,0,NA,NA,NA,NA,NA,42.96166667,37.99859849,14.31368866,24.01680674,3.183593317
2847,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,9,21,0,NA,NA,19.73,NA,NA,41.14,31.23928235,19.73389505,20.60925902,4.659487369
2848,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1384,9,84,0,34,NA,NA,NA,NA,34,32.40455543,13.71705993,23.58607336,3.13261187
2849,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,84,0,NA,NA,NA,NA,NA,57.90666667,NA,11.24445415,12.71898049,-0.282659137
2850,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,21,0,34,28,NA,20.7,3.54,34,28.05655676,18.02022773,20.70785675,3.537123139
2851,Quru,EMF,Low,Nonsterile,Conspecific,Quru,EMF,Con,1595,9,84,0,41,NA,NA,NA,NA,41,21.34088704,11.20324793,25.32425316,2.647876233
2500,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,8,84,0,NA,NA,NA,NA,NA,62.29,NA,10.08634293,6.887682503,0.523127263
2853,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1715,9,84,0,NA,NA,NA,NA,NA,4.26E-16,4.006527591,15.70425164,20.00101726,2.704437729
2722,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,8,21,0,NA,NA,7.82,NA,NA,58.62,NA,7.818738437,5.621944332,0.340114115
2855,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,84,0,44,NA,NA,NA,NA,44,36.81853143,14.63390063,24.34219066,3.34370878
2753,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,8,32,1,NA,NA,NA,NA,NA,58.71333333,NA,7.922629302,5.461474969,0.41835972
2857,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,84,0,NA,NA,NA,NA,NA,40.31,33.05830622,19.87617634,20.59303088,4.772718178
2858,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1757,9,84,0,NA,NA,NA,NA,NA,2.84E-16,NA,9.544730661,9.277958505,-0.268336357
2859,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,9,84,0,NA,NA,NA,NA,NA,38.97,31.74885216,19.57912925,20.78664556,4.676819693
2860,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,9,84,0,41,NA,NA,NA,NA,41,36.95958272,20.27326071,20.27134878,4.794844619
2861,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,1205,9,84,0,NA,NA,NA,NA,NA,41.0925,34.08468021,16.47039963,24.22530798,4.13014739
2862,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,84,0,NA,NA,NA,NA,NA,58.77666667,NA,11.25161689,12.60012146,-0.296508674
2863,Quru,EMF,Low,Nonsterile,Conspecific,Quru,EMF,Con,970,9,21,0,NA,NA,11.95,NA,NA,40.37,29.42213513,11.95408112,25.60684826,2.733907217
2864,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,84,0,NA,NA,NA,NA,NA,39,32.26977253,19.51247785,20.98103424,4.74125155
2865,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,561,9,21,0,NA,NA,7.99,NA,NA,0.3,NA,7.9882322,8.575033765,-0.200705826
2766,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,8,21,0,NA,NA,8.27,NA,NA,56.23,NA,8.272179939,5.711390629,0.411153677
2867,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1326,9,21,0,NA,NA,9.02,NA,NA,2.13E-16,NA,9.016497764,6.271216001,-0.088567652
2779,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,8,21,0,NA,NA,4.08,NA,NA,56.84333333,NA,4.08247379,4.520249139,0.42216816
2772,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,A,8,84,0,NA,NA,NA,NA,NA,55.98,NA,6.951840062,5.195914245,0.308886322
2870,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,9,35,1,NA,NA,NA,NA,NA,36.34,NA,8.026071851,5.530055804,-0.224247718
2871,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,1757,9,84,0,NA,NA,NA,NA,NA,61.68222222,NA,10.89581163,11.76322219,-0.270109289
2872,Quru,EMF,Low,Nonsterile,Conspecific,Quru,EMF,Con,970,9,84,0,NA,NA,NA,NA,NA,37.93,19.73246494,10.56689866,25.27410093,2.599852826
2873,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,9,84,0,44,NA,NA,NA,NA,44,32.86316767,17.83552807,21.6623037,4.030801394
2874,Quru,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,970,9,21,0,NA,NA,9.46,NA,NA,4.26E-16,5.027704889,9.455201573,25.75225163,2.600868422
2875,Acsa,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,9,84,0,57,NA,NA,NA,NA,57,NA,11.12651613,12.89112975,-0.244430282
2876,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,1018,9,32,1,NA,NA,NA,NA,NA,61.465,NA,7.035948317,5.14525064,0.314781208
2807,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,35,1,NA,NA,NA,NA,NA,49.53428571,NA,5.650898156,5.002572357,0.315729945
2878,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,9,84,0,NA,NA,NA,NA,NA,57.7575,NA,11.39741622,12.71916827,-0.192070611
2879,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,9,21,0,NA,NA,21.7,NA,NA,37.47,44.37230593,21.69637056,19.09371177,4.72228816
2808,Prse,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,21,0,NA,NA,5.34,NA,NA,49.36428571,NA,5.344426299,5.002572357,0.315729945
2881,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,9,21,0,59,NA,NA,8.8,-0.4,59,NA,9.810833555,8.843787083,-0.397310351
2558,Prse,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,8,84,0,NA,NA,NA,NA,NA,60.06333333,NA,7.924710822,5.469760227,0.404250658
2883,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,50,9,21,0,NA,NA,9.39,NA,NA,2.13E-16,NA,9.390359557,6.814193594,-0.114510092
2884,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,9,84,0,NA,NA,NA,NA,NA,39.86933333,37.6391111,15.54817239,24.52608157,3.511383802
2885,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,9,84,0,37,NA,NA,NA,NA,37,NA,7.768166971,5.424068731,-0.202720291
2886,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,84,0,68,NA,NA,NA,NA,68,NA,11.36493079,12.55773239,-0.223942511
2887,Quru,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,9,84,0,31,NA,NA,NA,NA,31,25.85186842,12.52126965,23.40719285,2.766028306
2888,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,9,42,1,NA,NA,NA,NA,NA,40.66,35.7429435,19.53394544,20.26195412,4.513745642
2889,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,9,84,0,35,NA,NA,NA,NA,35,36.69844655,16.98815947,22.15217997,3.921183614
2812,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,9,42,1,NA,NA,NA,NA,NA,57.13,NA,5.374982801,4.453462573,0.381036791
2891,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,21,0,32,32,NA,23.4,3.91,32,32.17253921,16.06334599,23.42276562,3.908633751
2892,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,9,21,0,40,NA,NA,13.6,-0.21,40,NA,11.02483931,13.63963085,-0.208538679
2893,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,9,84,0,39,NA,NA,NA,NA,39,37.99412316,15.43825595,24.49469345,3.528617941
2894,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,84,0,43,NA,NA,NA,NA,43,37.06508329,17.53839437,21.5374539,3.940537533
2895,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,9,84,0,NA,NA,NA,NA,NA,37.8,30.86085596,13.38063381,23.9176943,3.031256515
2896,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,1297,9,84,0,NA,NA,NA,NA,NA,40.6925,37.2448499,18.48918636,22.35526356,4.86679994
2897,Acsa,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,9,28,1,NA,NA,NA,NA,NA,57.34666667,NA,11.17278513,12.08609798,-0.283868872
2898,Acru,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,9,35,1,NA,NA,NA,NA,NA,32.11,NA,8.127740756,5.612525487,-0.085298257
2899,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,9,21,0,NA,NA,9.84,NA,NA,32.38,NA,9.837713953,7.007988569,-0.285539778
2900,Acru,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1386,9,21,0,NA,NA,7,NA,NA,0.34,NA,7.000119643,5.127796346,-0.031360742
2901,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,9,84,0,NA,NA,NA,NA,NA,32.61,NA,6.706266719,5.144650687,-0.201052524
2902,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,9,84,0,NA,NA,NA,NA,NA,39.19,39.53471977,19.54053894,20.82499638,4.706222595
2903,Acru,AMF,Low,Nonsterile,Conspecific,Acru,AMF,Con,50,9,84,0,36,NA,NA,NA,NA,36,NA,7.399770655,5.276672841,0.028357573
2904,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1320,9,35,1,NA,NA,NA,NA,NA,4.26E-16,5.566096476,15.82064082,20.11495224,2.727782969
2905,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,84,0,NA,NA,NA,NA,NA,52.97416667,NA,11.24552182,13.41058603,-0.262245811
2906,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,9,42,1,NA,NA,NA,NA,NA,39.8,42.31136694,20.35959488,20.13174121,4.821164069
2907,Qual,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,84,0,37,NA,NA,NA,NA,37,40.45168989,20.31867605,20.40356037,4.855125512
2908,Quru,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,9,21,0,38,63,NA,23.6,3.37,38,62.75838176,14.58417788,23.59180951,3.372197796
2909,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,9,21,0,32,NA,NA,4.9,-0.25,32,NA,6.425300319,4.926910569,-0.250809877
2910,Qual,EMF,Low,Nonsterile,Conspecific,Qual,EMF,Con,1297,9,21,0,42,65,NA,26.2,4.83,42,65.05431541,17.8289318,26.16156276,4.826744593
2911,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,9,84,0,54,NA,NA,NA,NA,54,NA,11.26372556,12.37899419,-0.297516484
2912,Acru,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,9,,,NA,NA,NA,NA,NA,32.8,NA,7.277843338,5.248545969,-0.139298027
2913,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,9,35,1,NA,NA,NA,NA,NA,36.52,NA,8.020538104,5.528608379,-0.225229102
2701,Prse,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,8,84,0,NA,NA,NA,NA,NA,57.5,NA,8.306115897,5.926502592,0.424145484
2915,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,1027,9,21,0,61,NA,NA,5.2,0.27,61,NA,7.206047363,5.171863809,0.273484445
2869,Prse,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,J,9,84,0,NA,NA,NA,NA,NA,4.97E-16,NA,8.388279275,5.787366195,0.25845405
2917,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1468,9,84,0,NA,NA,NA,NA,NA,41.42333333,35.28696554,18.12185301,22.12264865,4.380581391
2918,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,561,9,84,0,54,NA,NA,NA,NA,54,NA,11.24504224,12.2744245,-0.295462707
2919,Acru,AMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,84,0,30,NA,NA,NA,NA,30,NA,7.663863398,5.432820745,-0.206321862
2920,Acsa,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,9,84,0,NA,NA,NA,NA,NA,56.83,NA,10.51669782,11.02862612,-0.266879519
2921,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,9,21,0,NA,NA,11.45,NA,NA,55.6875,NA,11.44854939,13.01708507,-0.213451179
2922,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,9,32,1,NA,NA,NA,NA,NA,36.52,NA,8.08238577,5.563177073,-0.219303646
2923,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,9,21,0,NA,NA,12.17,NA,NA,38.97,32.8011393,12.16579477,24.72331627,2.789374983
2924,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,9,84,0,48,NA,NA,NA,NA,48,35.65173451,17.26774561,22.47412497,4.181340407
2925,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,9,21,0,NA,NA,16.39,NA,NA,41.51,41.2547202,16.38905072,22.90984299,3.923401074
2926,Acsa,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1757,9,84,0,NA,NA,NA,NA,NA,2.13E-16,NA,10.00998771,9.555310133,-0.284805888
2927,Acsa,AMF,Low,Nonsterile,Conspecific,Acsa,AMF,Con,1330,9,21,0,69,NA,NA,12.3,-0.25,69,NA,11.51863098,12.26688257,-0.246660487
2928,Quru,EMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,9,21,0,NA,NA,14.11,NA,NA,39.45,37.8951333,14.11001974,24.18892549,3.129485851
2929,Acru,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,9,84,0,NA,NA,NA,NA,NA,33.25,NA,7.427239751,5.279841529,-0.170060578
2930,Acsa,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1018,9,21,0,NA,NA,10.9,NA,NA,61.67333333,NA,10.90460155,11.79044768,-0.351035049
2931,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,84,0,32,NA,NA,NA,NA,32,35.43623705,16.94060617,22.35199608,3.972758431
2932,Qual,EMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,9,21,0,NA,NA,22.51,NA,NA,36.82,35.31656919,22.50838391,19.38320719,4.76107542
2933,Prse,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,B,9,21,0,NA,NA,8.09,NA,NA,4.26E-16,NA,8.087670773,5.585950725,0.264837349
2934,Qual,EMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,84,0,33,NA,NA,NA,NA,33,34.96415154,18.88601593,22.24081346,4.69570549
2935,Acsa,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,9,39,1,NA,NA,NA,NA,NA,57.5075,NA,11.34927919,12.70935404,-0.185493721
2833,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,9,21,0,NA,NA,8.37,NA,NA,58.54,NA,8.36804889,5.673912839,0.436342055
2937,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,9,21,0,40,NA,NA,7.5,-0.33,40,NA,10.09328747,7.473046761,-0.331216393
2938,Prse,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,689,9,21,0,NA,NA,10.26,NA,NA,0.04,NA,10.25661107,7.222265826,0.125316555
2939,Quru,EMF,Low,Nonsterile,Conspecific,Quru,EMF,Con,1688,9,84,0,NA,NA,NA,NA,NA,37.84,22.36957469,10.03879381,25.04192965,2.609596804
2844,Prse,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,9,25,1,NA,NA,NA,NA,NA,56.44,NA,5.638139221,4.702880162,0.384945683
2852,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,9,25,1,NA,NA,NA,NA,NA,54.95333333,NA,5.581739398,4.562974457,0.425979731
2916,Prse,AMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1027,9,84,0,NA,NA,NA,NA,NA,4.97E-16,NA,8.238782147,5.574908819,0.262606495
2943,Quru,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,9,84,0,48,NA,NA,NA,NA,48,31.10654075,14.49186989,23.74060371,3.217742245
2944,Qual,EMF,Low,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,9,21,0,43,55,NA,20.5,4.93,43,54.61310828,19.79997445,20.50743989,4.933895771
2945,Quru,EMF,Low,Nonsterile,Conspecific,Quru,EMF,Con,921,9,21,0,NA,NA,8.53,NA,NA,37.9,23.2764397,8.527193768,24.51966216,2.607817881
2946,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,415,9,84,0,49,NA,NA,NA,NA,49,26.94545668,15.83065804,25.12186951,3.772674238
2947,Acsa,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,9,39,1,NA,NA,NA,NA,NA,61.46,NA,11.84894253,12.7523588,-0.115355138
2948,Acsa,AMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,9,21,0,NA,NA,12.71,NA,NA,64.38,NA,12.70522279,13.20662479,0.132205449
2949,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1715,9,84,0,NA,NA,NA,NA,NA,3.55E-16,5.094076341,16.8282152,20.45222333,2.957639647
2950,Quru,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1688,9,84,0,NA,NA,NA,NA,NA,0.37,6.938738044,10.36943146,26.56056602,2.595124763
2951,Acru,AMF,Low,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,9,84,0,37,NA,NA,NA,NA,37,NA,7.793743542,5.408245348,-0.198021839
2854,Prse,AMF,Low,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1595,9,21,0,NA,NA,5.12,NA,NA,54.95333333,NA,5.117296968,4.562974457,0.424176222
2953,Qual,EMF,Low,Sterile,Sterile,Sterile,Sterile,ConSter,1478,9,84,0,0,NA,NA,NA,NA,0,6.396542234,18.7437125,19.98669614,3.523052683
2954,Acru,AMF,Low,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,9,21,0,NA,NA,6.91,NA,NA,35.71,NA,6.914899355,4.658096518,-0.17970745
2955,Qual,EMF,Low,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,9,21,0,NA,NA,19.23,NA,NA,41.1,34.01042099,19.23297712,21.2691276,4.676922359
2956,Quru,EMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,9,84,0,NA,NA,NA,NA,NA,40.41266667,33.82672463,14.47675264,24.47652795,3.287714743
2957,Acru,AMF,Low,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,9,84,0,31,NA,NA,NA,NA,31,NA,7.342103234,5.261003473,-0.266959318
2958,Prse,AMF,Low,Nonsterile,Conspecific,Prse,AMF,Con,A,9,21,0,58,NA,NA,5.2,0.45,58,NA,7.155465332,5.212168862,0.447924751
